origId, sciName, taxon, year, category, code
177225,Nyctibatrachus deccanensis,amph,2004,Vulnerable,VU
191352,Ghatixalus variabilis,amph,2010,Endangered,EN
191352,Ghatixalus variabilis,amph,2004,Data Deficient,DD
188257,Bufo stomaticus,amph,NA,NA,NA
172198,Uraeotyphlus oommeni,amph,2008,Data Deficient,DD
172278,Uperodon globulosus,amph,2004,Least Concern,LC
179774,Ichthyophis kodaguensis,amph,2008,Data Deficient,DD
177876,Melanobatrachus indicus,amph,2004,Endangered,EN
177876,Melanobatrachus indicus,amph,1996,Endangered,EN
177876,Melanobatrachus indicus,amph,1994,Indeterminate,I
177876,Melanobatrachus indicus,amph,1990,Indeterminate,I
177876,Melanobatrachus indicus,amph,1988,Indeterminate,I
174284,Hylarana aurantiaca,amph,NA,NA,NA
176411,Philautus signatus,amph,NA,NA,NA
188068,Uperodon systoma,amph,2004,Least Concern,LC
179433,Kaloula taprobanica,amph,NA,NA,NA
179766,Ichthyophis beddomei,amph,2004,Least Concern,LC
181189,Euphlyctis hexadactylus,amph,2004,Least Concern,LC
181006,Fejervarya brevipalmata,amph,2016,Data Deficient,DD
181006,Fejervarya brevipalmata,amph,2004,Data Deficient,DD
177425,Microhyla sholigari,amph,2004,Endangered,EN
173823,Hylarana malabarica,amph,NA,NA,NA
188379,Euphlyctis cyanophlyctis,amph,2009,Least Concern,LC
188379,Euphlyctis cyanophlyctis,amph,2004,Least Concern,LC
177790,Micrixalus thampii,amph,2004,Data Deficient,DD
176570,Philautus charius,amph,NA,NA,NA
177791,Micrixalus swamianus,amph,2004,Data Deficient,DD
176571,Philautus chalazodes,amph,NA,NA,NA
176584,Philautus bombayensis,amph,NA,NA,NA
176586,Philautus beddomii,amph,NA,NA,NA
177199,Nyctibatrachus vasanthi,amph,2004,Endangered,EN
177200,Nyctibatrachus sylvaticus,amph,2004,Data Deficient,DD
174926,Polypedates pseudocruciger,amph,2004,Least Concern,LC
177204,Nyctibatrachus sanctipalustris,amph,2004,Endangered,EN
176356,Philautus wynaadensis,amph,NA,NA,NA
177812,Micrixalus elegans,amph,2004,Data Deficient,DD
177216,Nyctibatrachus major,amph,2004,Vulnerable,VU
172195,Uraeotyphlus oxyurus,amph,2004,Data Deficient,DD
172199,Uraeotyphlus narayani,amph,2004,Data Deficient,DD
177810,Micrixalus gadgili,amph,2004,Endangered,EN
177205,Nyctibatrachus petraeus,amph,2006,Least Concern,LC
177811,Micrixalus fuscus,amph,2004,Near Threatened,NT
177207,Nyctibatrachus minor,amph,2004,Endangered,EN
179728,Ichthyophis tricolor,amph,2004,Least Concern,LC
177405,Fejervarya sahyadris,amph,NA,NA,NA
172201,Uraeotyphlus menoni,amph,2004,Data Deficient,DD
176606,Philautus anili,amph,NA,NA,NA
172202,Uraeotyphlus malabaricus,amph,2004,Data Deficient,DD
174136,Clinotarsus curtipes,amph,2004,Near Threatened,NT
180978,Fejervarya syhadrensis,amph,2016,Least Concern,LC
180978,Fejervarya syhadrensis,amph,2004,Least Concern,LC
180979,Fejervarya sauriceps,amph,2016,Data Deficient,DD
180979,Fejervarya sauriceps,amph,2004,Data Deficient,DD
190592,Indirana leithii,amph,2004,Vulnerable,VU
177800,Micrixalus saxicola,amph,2004,Vulnerable,VU
179715,Indirana gundia,amph,2004,Critically Endangered,CR
179719,Indirana diplosticta,amph,2004,Endangered,EN
173044,Rhacophorus pseudomalabaricus,amph,2004,Critically Endangered,CR
179711,Indirana longicrus,amph,2004,Data Deficient,DD
177795,Micrixalus silvaticus,amph,2004,Data Deficient,DD
184790,Duttaphrynus melanostictus,amph,2004,Least Concern,LC
179714,Indirana leptodactyla,amph,2004,Endangered,EN
177804,Micrixalus nudis,amph,2004,Vulnerable,VU
179722,Indirana brachytarsus,amph,2004,Endangered,EN
186188,Ansonia rubigina,amph,NA,NA,NA
177805,Micrixalus narainensis,amph,2004,Data Deficient,DD
177807,Micrixalus kottigeharensis,amph,2004,Critically Endangered,CR
179725,Indirana beddomii,amph,2004,Least Concern,LC
177519,Microhyla ornata,amph,2008,Least Concern,LC
177519,Microhyla ornata,amph,2004,Least Concern,LC
177803,Micrixalus phyllophilus,amph,2004,Vulnerable,VU
173179,Rhacophorus calcadensis,amph,2004,Endangered,EN
176529,Philautus griet,amph,NA,NA,NA
176538,Philautus glandulosus,amph,NA,NA,NA
184669,Duttaphrynus microtympanum,amph,2004,Vulnerable,VU
179748,Ichthyophis longicephalus,amph,2004,Data Deficient,DD
186192,Ansonia ornata,amph,NA,NA,NA
179707,Indirana tenuilingua,amph,2004,Data Deficient,DD
179709,Indirana semipalmata,amph,2004,Least Concern,LC
185092,Bufo brevirostris,amph,NA,NA,NA
177201,Nyctibatrachus sholai,amph,2008,Data Deficient,DD
185120,Bufo beddomii,amph,NA,NA,NA
177208,Nyctibatrachus minimus,amph,2008,Data Deficient,DD
179710,Indirana phrynoderma,amph,2004,Critically Endangered,CR
174419,Ramanella montana,amph,NA,NA,NA
174415,Ramanella mormorata,amph,NA,NA,NA
180815,Gegeneophis mhadeiensis,amph,2008,Data Deficient,DD
180818,Gegeneophis goaensis,amph,2008,Data Deficient,DD
180995,Fejervarya mysorensis,amph,2016,Data Deficient,DD
180995,Fejervarya mysorensis,amph,2004,Data Deficient,DD
180996,Fejervarya murthii,amph,2016,Critically Endangered,CR
180996,Fejervarya murthii,amph,2004,Critically Endangered,CR
174421,Ramanella minor,amph,NA,NA,NA
174422,Ramanella anamalaiensis,amph,NA,NA,NA
190620,Gegeneophis carnosus,amph,2004,Data Deficient,DD
176561,Philautus duboisi,amph,NA,NA,NA
180665,Hoplobatrachus crassus,amph,2004,Least Concern,LC
180820,Gegeneophis danieli,amph,2004,Data Deficient,DD
190427,Fejervarya limnocharis,amph,2004,Least Concern,LC
180987,Fejervarya parambikulamana,amph,2016,Data Deficient,DD
180987,Fejervarya parambikulamana,amph,2004,Data Deficient,DD
184841,Bufo koynayensis,amph,NA,NA,NA
184632,Bufo parietalis,amph,NA,NA,NA
180989,Fejervarya nilagirica,amph,2016,Endangered,EN
180989,Fejervarya nilagirica,amph,2004,Endangered,EN
176460,Philautus nerostagona,amph,NA,NA,NA
180812,Gegeneophis seshachari,amph,2004,Data Deficient,DD
180813,Gegeneophis ramaswamii,amph,2004,Least Concern,LC
180814,Gegeneophis nadkarnii,amph,2006,Data Deficient,DD
180816,Gegeneophis madhavai,amph,2006,Data Deficient,DD
176691,Pedostibes tuberculosus,amph,2004,Endangered,EN
176691,Pedostibes tuberculosus,amph,1996,Vulnerable,VU
176691,Pedostibes tuberculosus,amph,1994,Indeterminate,I
176691,Pedostibes tuberculosus,amph,1990,Indeterminate,I
184546,Bufo silentvalleyensis,amph,NA,NA,NA
176439,Philautus ponmudi,amph,NA,NA,NA
184553,Bufo scaber,amph,NA,NA,NA
173122,Rhacophorus lateralis,amph,2004,Endangered,EN
177427,Microhyla rubra,amph,2004,Least Concern,LC
172636,Sphaerotheca rolandae,amph,2004,Least Concern,LC
173120,Rhacophorus malabaricus,amph,2004,Least Concern,LC
172638,Sphaerotheca leucorhynchus,amph,2004,Data Deficient,DD
176458,Philautus ochlandrae,amph,NA,NA,NA
188072,Nasikabatrachus sahyadrensis,amph,2004,Endangered,EN
176462,Philautus neelanethrus,amph,2008,Endangered,EN
188058,Kaloula pulchra,amph,2004,Least Concern,LC
179703,Indotyphlus maharashtraensis,amph,2006,Data Deficient,DD
174405,Ramanella triangularis,amph,NA,NA,NA
176483,Philautus luteolus,amph,NA,NA,NA
174401,Ramanella variegata,amph,NA,NA,NA
179706,Indotyphlus battersbyi,amph,2004,Data Deficient,DD
177234,Nyctibatrachus aliciae,amph,2004,Endangered,EN
174953,Polypedates maculatus,amph,2004,Least Concern,LC
177229,Nyctibatrachus beddomii,amph,2004,Endangered,EN
172639,Sphaerotheca dobsonii,amph,2004,Least Concern,LC
172643,Sphaerotheca breviceps,amph,2004,Least Concern,LC
180981,Fejervarya rufescens,amph,2016,Least Concern,LC
180981,Fejervarya rufescens,amph,2004,Least Concern,LC
180603,Hoplobatrachus tigerinus,amph,2008,Least Concern,LC
180603,Hoplobatrachus tigerinus,amph,2004,Least Concern,LC
176375,Philautus tuberohumerus,amph,NA,NA,NA
177217,Nyctibatrachus kempholeyensis,amph,2004,Data Deficient,DD
177218,Nyctibatrachus karnatakaensis,amph,2004,Endangered,EN
177221,Nyctibatrachus humayuni,amph,2004,Vulnerable,VU
190578,Fejervarya keralensis,amph,2016,Least Concern,LC
190578,Fejervarya keralensis,amph,2004,Least Concern,LC
174941,Polypedates occidentalis,amph,2008,Data Deficient,DD
176379,Philautus travancoricus,amph,NA,NA,NA
176380,Philautus tinniens,amph,NA,NA,NA
173313,Hylarana temporalis,amph,NA,NA,NA
147,Francolinus pictus,bird,2016,Least Concern,LC
147,Francolinus pictus,bird,2012,Least Concern,LC
147,Francolinus pictus,bird,2009,Least Concern,LC
147,Francolinus pictus,bird,2008,Least Concern,LC
147,Francolinus pictus,bird,2004,Least Concern,LC
147,Francolinus pictus,bird,2000,Lower Risk/least concern,LR/lc
147,Francolinus pictus,bird,1994,Lower Risk/least concern,LR/lc
147,Francolinus pictus,bird,1988,Lower Risk/least concern,LR/lc
149,Francolinus pondicerianus,bird,2018,Least Concern,LC
149,Francolinus pondicerianus,bird,2016,Least Concern,LC
149,Francolinus pondicerianus,bird,2012,Least Concern,LC
149,Francolinus pondicerianus,bird,2009,Least Concern,LC
149,Francolinus pondicerianus,bird,2008,Least Concern,LC
149,Francolinus pondicerianus,bird,2004,Least Concern,LC
149,Francolinus pondicerianus,bird,2000,Lower Risk/least concern,LR/lc
149,Francolinus pondicerianus,bird,1994,Lower Risk/least concern,LR/lc
149,Francolinus pondicerianus,bird,1988,Lower Risk/least concern,LR/lc
194,Coturnix coturnix,bird,2018,Least Concern,LC
194,Coturnix coturnix,bird,2016,Least Concern,LC
194,Coturnix coturnix,bird,2012,Least Concern,LC
194,Coturnix coturnix,bird,2009,Least Concern,LC
194,Coturnix coturnix,bird,2008,Least Concern,LC
194,Coturnix coturnix,bird,2004,Least Concern,LC
194,Coturnix coturnix,bird,2000,Lower Risk/least concern,LR/lc
194,Coturnix coturnix,bird,1994,Lower Risk/least concern,LR/lc
194,Coturnix coturnix,bird,1988,Lower Risk/least concern,LR/lc
198,Coturnix coromandelica,bird,2016,Least Concern,LC
198,Coturnix coromandelica,bird,2012,Least Concern,LC
198,Coturnix coromandelica,bird,2009,Least Concern,LC
198,Coturnix coromandelica,bird,2008,Least Concern,LC
198,Coturnix coromandelica,bird,2004,Least Concern,LC
198,Coturnix coromandelica,bird,2000,Lower Risk/least concern,LR/lc
198,Coturnix coromandelica,bird,1994,Lower Risk/least concern,LR/lc
198,Coturnix coromandelica,bird,1988,Lower Risk/least concern,LR/lc
204,Perdicula asiatica,bird,2018,Least Concern,LC
204,Perdicula asiatica,bird,2016,Least Concern,LC
204,Perdicula asiatica,bird,2012,Least Concern,LC
204,Perdicula asiatica,bird,2009,Least Concern,LC
204,Perdicula asiatica,bird,2008,Least Concern,LC
204,Perdicula asiatica,bird,2004,Least Concern,LC
204,Perdicula asiatica,bird,2000,Lower Risk/least concern,LR/lc
204,Perdicula asiatica,bird,1994,Lower Risk/least concern,LR/lc
204,Perdicula asiatica,bird,1988,Lower Risk/least concern,LR/lc
205,Perdicula argoondah,bird,2016,Least Concern,LC
205,Perdicula argoondah,bird,2012,Least Concern,LC
205,Perdicula argoondah,bird,2009,Least Concern,LC
205,Perdicula argoondah,bird,2008,Least Concern,LC
205,Perdicula argoondah,bird,2004,Least Concern,LC
205,Perdicula argoondah,bird,2000,Lower Risk/least concern,LR/lc
205,Perdicula argoondah,bird,1994,Lower Risk/least concern,LR/lc
205,Perdicula argoondah,bird,1988,Lower Risk/least concern,LR/lc
206,Perdicula erythrorhyncha,bird,2016,Least Concern,LC
206,Perdicula erythrorhyncha,bird,2012,Least Concern,LC
206,Perdicula erythrorhyncha,bird,2009,Least Concern,LC
206,Perdicula erythrorhyncha,bird,2008,Least Concern,LC
206,Perdicula erythrorhyncha,bird,2004,Least Concern,LC
206,Perdicula erythrorhyncha,bird,2000,Lower Risk/least concern,LR/lc
206,Perdicula erythrorhyncha,bird,1994,Lower Risk/least concern,LR/lc
206,Perdicula erythrorhyncha,bird,1988,Lower Risk/least concern,LR/lc
232,Galloperdix spadicea,bird,2016,Least Concern,LC
232,Galloperdix spadicea,bird,2012,Least Concern,LC
232,Galloperdix spadicea,bird,2009,Least Concern,LC
232,Galloperdix spadicea,bird,2008,Least Concern,LC
232,Galloperdix spadicea,bird,2004,Least Concern,LC
232,Galloperdix spadicea,bird,2000,Lower Risk/least concern,LR/lc
232,Galloperdix spadicea,bird,1994,Lower Risk/least concern,LR/lc
232,Galloperdix spadicea,bird,1988,Lower Risk/least concern,LR/lc
233,Galloperdix lunulata,bird,2016,Least Concern,LC
233,Galloperdix lunulata,bird,2012,Least Concern,LC
233,Galloperdix lunulata,bird,2009,Least Concern,LC
233,Galloperdix lunulata,bird,2008,Least Concern,LC
233,Galloperdix lunulata,bird,2004,Least Concern,LC
233,Galloperdix lunulata,bird,2000,Lower Risk/least concern,LR/lc
233,Galloperdix lunulata,bird,1994,Lower Risk/least concern,LR/lc
233,Galloperdix lunulata,bird,1988,Lower Risk/least concern,LR/lc
247,Gallus sonneratii,bird,2016,Least Concern,LC
247,Gallus sonneratii,bird,2012,Least Concern,LC
247,Gallus sonneratii,bird,2009,Least Concern,LC
247,Gallus sonneratii,bird,2008,Least Concern,LC
247,Gallus sonneratii,bird,2004,Least Concern,LC
247,Gallus sonneratii,bird,2000,Lower Risk/least concern,LR/lc
247,Gallus sonneratii,bird,1994,Lower Risk/near threatened,LR/nt
247,Gallus sonneratii,bird,1988,Lower Risk/least concern,LR/lc
285,Pavo cristatus,bird,2016,Least Concern,LC
285,Pavo cristatus,bird,2012,Least Concern,LC
285,Pavo cristatus,bird,2009,Least Concern,LC
285,Pavo cristatus,bird,2008,Least Concern,LC
285,Pavo cristatus,bird,2004,Least Concern,LC
285,Pavo cristatus,bird,2000,Lower Risk/least concern,LR/lc
285,Pavo cristatus,bird,1994,Lower Risk/least concern,LR/lc
285,Pavo cristatus,bird,1988,Lower Risk/least concern,LR/lc
349,Dendrocygna bicolor,bird,2016,Least Concern,LC
349,Dendrocygna bicolor,bird,2012,Least Concern,LC
349,Dendrocygna bicolor,bird,2009,Least Concern,LC
349,Dendrocygna bicolor,bird,2008,Least Concern,LC
349,Dendrocygna bicolor,bird,2004,Least Concern,LC
349,Dendrocygna bicolor,bird,2000,Lower Risk/least concern,LR/lc
349,Dendrocygna bicolor,bird,1994,Lower Risk/least concern,LR/lc
349,Dendrocygna bicolor,bird,1988,Lower Risk/least concern,LR/lc
351,Dendrocygna javanica,bird,2016,Least Concern,LC
351,Dendrocygna javanica,bird,2012,Least Concern,LC
351,Dendrocygna javanica,bird,2009,Least Concern,LC
351,Dendrocygna javanica,bird,2008,Least Concern,LC
351,Dendrocygna javanica,bird,2004,Least Concern,LC
351,Dendrocygna javanica,bird,2000,Lower Risk/least concern,LR/lc
351,Dendrocygna javanica,bird,1994,Lower Risk/least concern,LR/lc
351,Dendrocygna javanica,bird,1988,Lower Risk/least concern,LR/lc
379,Anser indicus,bird,2018,Least Concern,LC
379,Anser indicus,bird,2016,Least Concern,LC
379,Anser indicus,bird,2012,Least Concern,LC
379,Anser indicus,bird,2009,Least Concern,LC
379,Anser indicus,bird,2008,Least Concern,LC
379,Anser indicus,bird,2004,Least Concern,LC
379,Anser indicus,bird,2000,Lower Risk/least concern,LR/lc
379,Anser indicus,bird,1994,Lower Risk/least concern,LR/lc
379,Anser indicus,bird,1988,Near Threatened,NT
397,Tadorna ferruginea,bird,2016,Least Concern,LC
397,Tadorna ferruginea,bird,2012,Least Concern,LC
397,Tadorna ferruginea,bird,2009,Least Concern,LC
397,Tadorna ferruginea,bird,2008,Least Concern,LC
397,Tadorna ferruginea,bird,2004,Least Concern,LC
397,Tadorna ferruginea,bird,2000,Lower Risk/least concern,LR/lc
397,Tadorna ferruginea,bird,1994,Lower Risk/least concern,LR/lc
397,Tadorna ferruginea,bird,1988,Lower Risk/least concern,LR/lc
412,Sarkidiornis melanotos,bird,2016,Least Concern,LC
412,Sarkidiornis melanotos,bird,2014,Least Concern,LC
414,Nettapus coromandelianus,bird,2016,Least Concern,LC
414,Nettapus coromandelianus,bird,2012,Least Concern,LC
414,Nettapus coromandelianus,bird,2009,Least Concern,LC
414,Nettapus coromandelianus,bird,2008,Least Concern,LC
414,Nettapus coromandelianus,bird,2004,Least Concern,LC
414,Nettapus coromandelianus,bird,2000,Lower Risk/least concern,LR/lc
414,Nettapus coromandelianus,bird,1994,Lower Risk/least concern,LR/lc
414,Nettapus coromandelianus,bird,1988,Lower Risk/least concern,LR/lc
429,Anas penelope,bird,NA,NA,NA
448,Anas clypeata,bird,NA,NA,NA
457,Anas acuta,bird,2019,Least Concern,LC
457,Anas acuta,bird,2016,Least Concern,LC
457,Anas acuta,bird,2013,Least Concern,LC
457,Anas acuta,bird,2012,Least Concern,LC
457,Anas acuta,bird,2009,Least Concern,LC
457,Anas acuta,bird,2008,Least Concern,LC
457,Anas acuta,bird,2004,Least Concern,LC
457,Anas acuta,bird,2000,Lower Risk/least concern,LR/lc
457,Anas acuta,bird,1994,Lower Risk/least concern,LR/lc
457,Anas acuta,bird,1988,Lower Risk/least concern,LR/lc
460,Anas querquedula,bird,NA,NA,NA
467,Marmaronetta angustirostris,bird,2017,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2016,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2012,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2008,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2006,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2004,Vulnerable,VU
467,Marmaronetta angustirostris,bird,2000,Vulnerable,VU
467,Marmaronetta angustirostris,bird,1996,Vulnerable,VU
467,Marmaronetta angustirostris,bird,1994,Vulnerable,VU
467,Marmaronetta angustirostris,bird,1988,Threatened,T
469,Netta rufina,bird,2016,Least Concern,LC
469,Netta rufina,bird,2012,Least Concern,LC
469,Netta rufina,bird,2009,Least Concern,LC
469,Netta rufina,bird,2008,Least Concern,LC
469,Netta rufina,bird,2004,Least Concern,LC
469,Netta rufina,bird,2000,Lower Risk/least concern,LR/lc
469,Netta rufina,bird,1994,Lower Risk/least concern,LR/lc
469,Netta rufina,bird,1988,Lower Risk/least concern,LR/lc
472,Aythya ferina,bird,2017,Vulnerable,VU
472,Aythya ferina,bird,2016,Vulnerable,VU
472,Aythya ferina,bird,2015,Vulnerable,VU
472,Aythya ferina,bird,2012,Least Concern,LC
472,Aythya ferina,bird,2009,Least Concern,LC
472,Aythya ferina,bird,2008,Least Concern,LC
472,Aythya ferina,bird,2004,Least Concern,LC
472,Aythya ferina,bird,2000,Lower Risk/least concern,LR/lc
472,Aythya ferina,bird,1994,Lower Risk/least concern,LR/lc
472,Aythya ferina,bird,1988,Lower Risk/least concern,LR/lc
476,Aythya nyroca,bird,2019,Near Threatened,NT
476,Aythya nyroca,bird,2017,Near Threatened,NT
476,Aythya nyroca,bird,2016,Near Threatened,NT
476,Aythya nyroca,bird,2012,Near Threatened,NT
476,Aythya nyroca,bird,2008,Near Threatened,NT
476,Aythya nyroca,bird,2006,Near Threatened,NT
476,Aythya nyroca,bird,2004,Near Threatened,NT
476,Aythya nyroca,bird,2000,Lower Risk/near threatened,LR/nt
476,Aythya nyroca,bird,1996,Vulnerable,VU
476,Aythya nyroca,bird,1994,Vulnerable,VU
476,Aythya nyroca,bird,1988,Lower Risk/least concern,LR/lc
480,Aythya fuligula,bird,2016,Least Concern,LC
480,Aythya fuligula,bird,2015,Least Concern,LC
480,Aythya fuligula,bird,2012,Least Concern,LC
480,Aythya fuligula,bird,2009,Least Concern,LC
480,Aythya fuligula,bird,2008,Least Concern,LC
480,Aythya fuligula,bird,2004,Least Concern,LC
480,Aythya fuligula,bird,2000,Lower Risk/least concern,LR/lc
480,Aythya fuligula,bird,1994,Lower Risk/least concern,LR/lc
480,Aythya fuligula,bird,1988,Lower Risk/least concern,LR/lc
504,Turnix sylvaticus,bird,2016,Least Concern,LC
504,Turnix sylvaticus,bird,2012,Least Concern,LC
504,Turnix sylvaticus,bird,2009,Least Concern,LC
504,Turnix sylvaticus,bird,2008,Least Concern,LC
504,Turnix sylvaticus,bird,2004,Least Concern,LC
504,Turnix sylvaticus,bird,2000,Lower Risk/least concern,LR/lc
504,Turnix sylvaticus,bird,1994,Lower Risk/least concern,LR/lc
504,Turnix sylvaticus,bird,1988,Lower Risk/least concern,LR/lc
508,Turnix tanki,bird,2016,Least Concern,LC
508,Turnix tanki,bird,2012,Least Concern,LC
508,Turnix tanki,bird,2009,Least Concern,LC
508,Turnix tanki,bird,2008,Least Concern,LC
508,Turnix tanki,bird,2004,Least Concern,LC
508,Turnix tanki,bird,2000,Lower Risk/least concern,LR/lc
508,Turnix tanki,bird,1994,Lower Risk/least concern,LR/lc
508,Turnix tanki,bird,1988,Lower Risk/least concern,LR/lc
510,Turnix suscitator,bird,2016,Least Concern,LC
510,Turnix suscitator,bird,2012,Least Concern,LC
510,Turnix suscitator,bird,2009,Least Concern,LC
510,Turnix suscitator,bird,2008,Least Concern,LC
510,Turnix suscitator,bird,2004,Least Concern,LC
510,Turnix suscitator,bird,2000,Lower Risk/least concern,LR/lc
510,Turnix suscitator,bird,1994,Lower Risk/least concern,LR/lc
510,Turnix suscitator,bird,1988,Lower Risk/least concern,LR/lc
538,Jynx torquilla,bird,2016,Least Concern,LC
538,Jynx torquilla,bird,2015,Least Concern,LC
538,Jynx torquilla,bird,2012,Least Concern,LC
538,Jynx torquilla,bird,2009,Least Concern,LC
538,Jynx torquilla,bird,2008,Least Concern,LC
538,Jynx torquilla,bird,2004,Least Concern,LC
538,Jynx torquilla,bird,2000,Lower Risk/least concern,LR/lc
538,Jynx torquilla,bird,1994,Lower Risk/least concern,LR/lc
538,Jynx torquilla,bird,1988,Lower Risk/least concern,LR/lc
540,Picumnus innominatus,bird,2018,Least Concern,LC
540,Picumnus innominatus,bird,2016,Least Concern,LC
540,Picumnus innominatus,bird,2012,Least Concern,LC
540,Picumnus innominatus,bird,2009,Least Concern,LC
540,Picumnus innominatus,bird,2008,Least Concern,LC
540,Picumnus innominatus,bird,2004,Least Concern,LC
540,Picumnus innominatus,bird,2000,Lower Risk/least concern,LR/lc
540,Picumnus innominatus,bird,1994,Lower Risk/least concern,LR/lc
540,Picumnus innominatus,bird,1988,Lower Risk/least concern,LR/lc
628,Dendrocopos nanus,bird,NA,NA,NA
636,Dendrocopos mahrattensis,bird,NA,NA,NA
691,Celeus brachyurus,bird,NA,NA,NA
706,Dryocopus javensis,bird,2016,Least Concern,LC
706,Dryocopus javensis,bird,2012,Least Concern,LC
706,Dryocopus javensis,bird,2009,Least Concern,LC
706,Dryocopus javensis,bird,2008,Least Concern,LC
706,Dryocopus javensis,bird,2004,Least Concern,LC
706,Dryocopus javensis,bird,2000,Lower Risk/least concern,LR/lc
706,Dryocopus javensis,bird,1994,Lower Risk/least concern,LR/lc
706,Dryocopus javensis,bird,1988,Lower Risk/least concern,LR/lc
721,Picus chlorolophus,bird,2016,Least Concern,LC
721,Picus chlorolophus,bird,2012,Least Concern,LC
721,Picus chlorolophus,bird,2009,Least Concern,LC
721,Picus chlorolophus,bird,2008,Least Concern,LC
721,Picus chlorolophus,bird,2004,Least Concern,LC
721,Picus chlorolophus,bird,2000,Lower Risk/least concern,LR/lc
721,Picus chlorolophus,bird,1994,Lower Risk/least concern,LR/lc
721,Picus chlorolophus,bird,1988,Lower Risk/least concern,LR/lc
737,Dinopium javanense,bird,2017,Least Concern,LC
737,Dinopium javanense,bird,2016,Least Concern,LC
737,Dinopium javanense,bird,2014,Least Concern,LC
738,Dinopium benghalense,bird,2016,Least Concern,LC
738,Dinopium benghalense,bird,2014,Least Concern,LC
739,Chrysocolaptes lucidus,bird,2016,Least Concern,LC
739,Chrysocolaptes lucidus,bird,2014,Least Concern,LC
740,Chrysocolaptes festivus,bird,2016,Least Concern,LC
740,Chrysocolaptes festivus,bird,2012,Least Concern,LC
740,Chrysocolaptes festivus,bird,2009,Least Concern,LC
740,Chrysocolaptes festivus,bird,2008,Least Concern,LC
740,Chrysocolaptes festivus,bird,2004,Least Concern,LC
740,Chrysocolaptes festivus,bird,2000,Lower Risk/least concern,LR/lc
740,Chrysocolaptes festivus,bird,1994,Lower Risk/least concern,LR/lc
740,Chrysocolaptes festivus,bird,1988,Lower Risk/least concern,LR/lc
751,Hemicircus canente,bird,2016,Least Concern,LC
751,Hemicircus canente,bird,2012,Least Concern,LC
751,Hemicircus canente,bird,2009,Least Concern,LC
751,Hemicircus canente,bird,2008,Least Concern,LC
751,Hemicircus canente,bird,2004,Least Concern,LC
751,Hemicircus canente,bird,2000,Lower Risk/least concern,LR/lc
751,Hemicircus canente,bird,1994,Lower Risk/least concern,LR/lc
751,Hemicircus canente,bird,1988,Lower Risk/least concern,LR/lc
758,Megalaima zeylanica,bird,NA,NA,NA
760,Megalaima viridis,bird,NA,NA,NA
778,Megalaima rubricapillus,bird,NA,NA,NA
779,Megalaima haemacephala,bird,NA,NA,NA
943,Ocyceros griseus,bird,2019,Least Concern,LC
943,Ocyceros griseus,bird,2016,Least Concern,LC
943,Ocyceros griseus,bird,2012,Least Concern,LC
943,Ocyceros griseus,bird,2009,Least Concern,LC
943,Ocyceros griseus,bird,2008,Least Concern,LC
943,Ocyceros griseus,bird,2004,Least Concern,LC
943,Ocyceros griseus,bird,2000,Lower Risk/least concern,LR/lc
943,Ocyceros griseus,bird,1994,Lower Risk/near threatened,LR/nt
943,Ocyceros griseus,bird,1988,Lower Risk/least concern,LR/lc
945,Ocyceros birostris,bird,2016,Least Concern,LC
945,Ocyceros birostris,bird,2012,Least Concern,LC
945,Ocyceros birostris,bird,2009,Least Concern,LC
945,Ocyceros birostris,bird,2008,Least Concern,LC
945,Ocyceros birostris,bird,2004,Least Concern,LC
945,Ocyceros birostris,bird,2000,Lower Risk/least concern,LR/lc
945,Ocyceros birostris,bird,1994,Lower Risk/least concern,LR/lc
945,Ocyceros birostris,bird,1988,Lower Risk/least concern,LR/lc
946,Anthracoceros coronatus,bird,2016,Near Threatened,NT
946,Anthracoceros coronatus,bird,2012,Near Threatened,NT
946,Anthracoceros coronatus,bird,2008,Near Threatened,NT
946,Anthracoceros coronatus,bird,2004,Near Threatened,NT
946,Anthracoceros coronatus,bird,2000,Lower Risk/near threatened,LR/nt
946,Anthracoceros coronatus,bird,1994,Lower Risk/near threatened,LR/nt
946,Anthracoceros coronatus,bird,1988,Lower Risk/least concern,LR/lc
952,Buceros bicornis,bird,2018,Vulnerable,VU
952,Buceros bicornis,bird,2016,Near Threatened,NT
952,Buceros bicornis,bird,2015,Near Threatened,NT
952,Buceros bicornis,bird,2013,Near Threatened,NT
952,Buceros bicornis,bird,2012,Near Threatened,NT
952,Buceros bicornis,bird,2008,Near Threatened,NT
952,Buceros bicornis,bird,2004,Near Threatened,NT
952,Buceros bicornis,bird,2000,Lower Risk/near threatened,LR/nt
952,Buceros bicornis,bird,1994,Lower Risk/least concern,LR/lc
952,Buceros bicornis,bird,1988,Lower Risk/least concern,LR/lc
984,Upupa epops,bird,2019,Least Concern,LC
984,Upupa epops,bird,2016,Least Concern,LC
984,Upupa epops,bird,2012,Least Concern,LC
984,Upupa epops,bird,2009,Least Concern,LC
984,Upupa epops,bird,2008,Least Concern,LC
984,Upupa epops,bird,2004,Least Concern,LC
984,Upupa epops,bird,2000,Lower Risk/least concern,LR/lc
